推广创意,ID,推广计划,推广单元,计划类型,状态,创意图片,商品SKU,落地页地址,到期时间,创意尺寸,展现数,点击数,点击率(%),总费用,千次展现成本,平均点击成本,直接订单行,直接订单金额,间接订单行,间接订单金额,总订单行,总订单金额,直接购物车数,间接购物车数,总购物车数,转化率(%),ROI,CPA,资源位,
10027569565746-智能手表,3440872547,三星手表watch2,三星手表2,商品,有效,jfs/t1/165590/36/14577/118655/6049a439E1a812c2e/f4513cf3b06a43d4.jpg,10027569565746,https://item.jd.com/10027569565746.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027569565748-智能手表,3440872546,三星手表watch2,三星手表2,商品,有效,jfs/t1/160103/18/12410/121895/6049a481E6e6258a4/61a53aad5df9818b.jpg,10027569565748,https://item.jd.com/10027569565748.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027569565748-智能手表,3440872546,三星手表watch2,三星手表2,商品,有效,jfs/t1/160103/18/12410/121895/6049a481E6e6258a4/61a53aad5df9818b.jpg,10027569565748,https://item.jd.com/10027569565748.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027569565748-智能手表,3440872546,三星手表watch2,三星手表2,商品,有效,jfs/t1/160103/18/12410/121895/6049a481E6e6258a4/61a53aad5df9818b.jpg,10027569565748,https://item.jd.com/10027569565748.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027569565748-智能手表,3440872546,三星手表watch2,三星手表2,商品,有效,jfs/t1/160103/18/12410/121895/6049a481E6e6258a4/61a53aad5df9818b.jpg,10027569565748,https://item.jd.com/10027569565748.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027485555232-智能手表,3433615092,三星手表watch3,watch3,商品,有效,jfs/t1/167057/28/11273/137353/6047443fEeab97c99/aecab993ced53dcc.jpg,10027485555232,https://item.jd.com/10027485555232.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027485555232-智能手表,3433615092,三星手表watch3,watch3,商品,有效,jfs/t1/167057/28/11273/137353/6047443fEeab97c99/aecab993ced53dcc.jpg,10027485555232,https://item.jd.com/10027485555232.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027485555232-智能手表,3433615092,三星手表watch3,watch3,商品,有效,jfs/t1/167057/28/11273/137353/6047443fEeab97c99/aecab993ced53dcc.jpg,10027485555232,https://item.jd.com/10027485555232.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027485555232-智能手表,3433615092,三星手表watch3,watch3,商品,有效,jfs/t1/167057/28/11273/137353/6047443fEeab97c99/aecab993ced53dcc.jpg,10027485555232,https://item.jd.com/10027485555232.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027485555231-智能手表,3433615088,三星手表watch3,watch3,商品,有效,jfs/t1/162585/10/11207/135263/60474429E90fdd0d9/43871b9912450017.jpg,10027485555231,https://item.jd.com/10027485555231.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027485555231-智能手表,3433615088,三星手表watch3,watch3,商品,有效,jfs/t1/162585/10/11207/135263/60474429E90fdd0d9/43871b9912450017.jpg,10027485555231,https://item.jd.com/10027485555231.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027485555231-智能手表,3433615088,三星手表watch3,watch3,商品,有效,jfs/t1/162585/10/11207/135263/60474429E90fdd0d9/43871b9912450017.jpg,10027485555231,https://item.jd.com/10027485555231.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027485555231-智能手表,3433615088,三星手表watch3,watch3,商品,有效,jfs/t1/162585/10/11207/135263/60474429E90fdd0d9/43871b9912450017.jpg,10027485555231,https://item.jd.com/10027485555231.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027485555230-智能手表,3433615085,三星手表watch3,watch3,商品,有效,jfs/t1/159838/37/11966/136359/60473ffaEf788e9ee/9b66391899f7a75a.jpg,10027485555230,https://item.jd.com/10027485555230.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027485555230-智能手表,3433615085,三星手表watch3,watch3,商品,有效,jfs/t1/159838/37/11966/136359/60473ffaEf788e9ee/9b66391899f7a75a.jpg,10027485555230,https://item.jd.com/10027485555230.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027485555230-智能手表,3433615085,三星手表watch3,watch3,商品,有效,jfs/t1/159838/37/11966/136359/60473ffaEf788e9ee/9b66391899f7a75a.jpg,10027485555230,https://item.jd.com/10027485555230.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027485555230-智能手表,3433615085,三星手表watch3,watch3,商品,有效,jfs/t1/159838/37/11966/136359/60473ffaEf788e9ee/9b66391899f7a75a.jpg,10027485555230,https://item.jd.com/10027485555230.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027485555229-智能手表,3433615081,三星手表watch3,watch3,商品,有效,jfs/t1/162979/29/11180/134276/60473ff9Eac36adbf/6f1db135ef5dacb0.jpg,10027485555229,https://item.jd.com/10027485555229.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027485555229-智能手表,3433615081,三星手表watch3,watch3,商品,有效,jfs/t1/162979/29/11180/134276/60473ff9Eac36adbf/6f1db135ef5dacb0.jpg,10027485555229,https://item.jd.com/10027485555229.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027485555229-智能手表,3433615081,三星手表watch3,watch3,商品,有效,jfs/t1/162979/29/11180/134276/60473ff9Eac36adbf/6f1db135ef5dacb0.jpg,10027485555229,https://item.jd.com/10027485555229.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027485555229-智能手表,3433615081,三星手表watch3,watch3,商品,有效,jfs/t1/162979/29/11180/134276/60473ff9Eac36adbf/6f1db135ef5dacb0.jpg,10027485555229,https://item.jd.com/10027485555229.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027485555228-智能手表,3433615077,三星手表watch3,watch3,商品,有效,jfs/t1/160220/23/11837/128628/60473ff8E0fc0ba94/b9c55a1a6e265640.jpg,10027485555228,https://item.jd.com/10027485555228.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027485555228-智能手表,3433615077,三星手表watch3,watch3,商品,有效,jfs/t1/160220/23/11837/128628/60473ff8E0fc0ba94/b9c55a1a6e265640.jpg,10027485555228,https://item.jd.com/10027485555228.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027485555228-智能手表,3433615077,三星手表watch3,watch3,商品,有效,jfs/t1/160220/23/11837/128628/60473ff8E0fc0ba94/b9c55a1a6e265640.jpg,10027485555228,https://item.jd.com/10027485555228.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027485555228-智能手表,3433615077,三星手表watch3,watch3,商品,有效,jfs/t1/160220/23/11837/128628/60473ff8E0fc0ba94/b9c55a1a6e265640.jpg,10027485555228,https://item.jd.com/10027485555228.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027485555227-智能手表,3433615070,三星手表watch3,watch3,商品,有效,jfs/t1/165794/22/10512/130369/60473ff8E09d78880/83ff618f29a05a91.jpg,10027485555227,https://item.jd.com/10027485555227.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027485555227-智能手表,3433615070,三星手表watch3,watch3,商品,有效,jfs/t1/165794/22/10512/130369/60473ff8E09d78880/83ff618f29a05a91.jpg,10027485555227,https://item.jd.com/10027485555227.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027485555227-智能手表,3433615070,三星手表watch3,watch3,商品,有效,jfs/t1/165794/22/10512/130369/60473ff8E09d78880/83ff618f29a05a91.jpg,10027485555227,https://item.jd.com/10027485555227.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027485555227-智能手表,3433615070,三星手表watch3,watch3,商品,有效,jfs/t1/165794/22/10512/130369/60473ff8E09d78880/83ff618f29a05a91.jpg,10027485555227,https://item.jd.com/10027485555227.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10026515763210-智能手表,3351475722,华米手表GTR2,华米手表,商品,有效,jfs/t1/157321/8/17311/137486/606c44cbE456122e4/1877010edc441f82.jpg,10026515763210,https://item.jd.com/10026515763210.html,不限,350×350,649,12,1.85,8.45,13.02,0.70,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0.00,汇总,
10026515763210-智能手表,3351475722,华米手表GTR2,华米手表,商品,有效,jfs/t1/157321/8/17311/137486/606c44cbE456122e4/1877010edc441f82.jpg,10026515763210,https://item.jd.com/10026515763210.html,不限,350×350,218,4,1.83,2.22,10.18,0.56,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0.00,推荐,
10026515763210-智能手表,3351475722,华米手表GTR2,华米手表,商品,有效,jfs/t1/157321/8/17311/137486/606c44cbE456122e4/1877010edc441f82.jpg,10026515763210,https://item.jd.com/10026515763210.html,不限,350×350,380,5,1.32,4.16,10.95,0.83,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10026515763210-智能手表,3351475722,华米手表GTR2,华米手表,商品,有效,jfs/t1/157321/8/17311/137486/606c44cbE456122e4/1877010edc441f82.jpg,10026515763210,https://item.jd.com/10026515763210.html,不限,350×350,51,3,5.88,2.07,40.59,0.69,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10026534429796-智能手表,3351475721,华米手表GTR2,华米手表,商品,有效,jfs/t1/160489/18/21231/122663/6080dc3dE9f488aa0/d7c996ca973dd253.jpg,10026534429796,https://item.jd.com/10026534429796.html,不限,350×350,448,9,2.01,4.59,10.25,0.51,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10026534429796-智能手表,3351475721,华米手表GTR2,华米手表,商品,有效,jfs/t1/160489/18/21231/122663/6080dc3dE9f488aa0/d7c996ca973dd253.jpg,10026534429796,https://item.jd.com/10026534429796.html,不限,350×350,167,4,2.40,1.62,9.70,0.41,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10026534429796-智能手表,3351475721,华米手表GTR2,华米手表,商品,有效,jfs/t1/160489/18/21231/122663/6080dc3dE9f488aa0/d7c996ca973dd253.jpg,10026534429796,https://item.jd.com/10026534429796.html,不限,350×350,185,4,2.16,2.03,10.97,0.51,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10026534429796-智能手表,3351475721,华米手表GTR2,华米手表,商品,有效,jfs/t1/160489/18/21231/122663/6080dc3dE9f488aa0/d7c996ca973dd253.jpg,10026534429796,https://item.jd.com/10026534429796.html,不限,350×350,96,1,1.04,0.94,9.79,0.94,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10026533837503-智能手表,3351475717,华米手表GTR2,华米手表,商品,有效,jfs/t1/159961/7/17241/127209/606c40b1E649c7a7a/3baf15a101c3093e.jpg,10026533837503,https://item.jd.com/10026533837503.html,不限,350×350,1315,38,2.89,26.69,20.30,0.70,0,0.00,2,1758.00,2,1758.00,1,7,8,5.26,65.87,13.35,汇总,
10026533837503-智能手表,3351475717,华米手表GTR2,华米手表,商品,有效,jfs/t1/159961/7/17241/127209/606c40b1E649c7a7a/3baf15a101c3093e.jpg,10026533837503,https://item.jd.com/10026533837503.html,不限,350×350,730,10,1.37,5.05,6.92,0.51,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10026533837503-智能手表,3351475717,华米手表GTR2,华米手表,商品,有效,jfs/t1/159961/7/17241/127209/606c40b1E649c7a7a/3baf15a101c3093e.jpg,10026533837503,https://item.jd.com/10026533837503.html,不限,350×350,223,7,3.14,5.12,22.96,0.73,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10026533837503-智能手表,3351475717,华米手表GTR2,华米手表,商品,有效,jfs/t1/159961/7/17241/127209/606c40b1E649c7a7a/3baf15a101c3093e.jpg,10026533837503,https://item.jd.com/10026533837503.html,不限,350×350,362,21,5.80,16.52,45.64,0.79,0,0.00,2,1758.00,2,1758.00,1,7,8,9.52,106.42,8.26,商品,
10024836168455-智能手表,3313092336,华为手表4X,华为手表4X,商品,有效,jfs/t1/167370/8/5015/176335/60165171E256f60f7/4ab461c79da3d6c5.jpg,10024836168455,https://item.jd.com/10024836168455.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10024836168455-智能手表,3313092336,华为手表4X,华为手表4X,商品,有效,jfs/t1/167370/8/5015/176335/60165171E256f60f7/4ab461c79da3d6c5.jpg,10024836168455,https://item.jd.com/10024836168455.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10024836168455-智能手表,3313092336,华为手表4X,华为手表4X,商品,有效,jfs/t1/167370/8/5015/176335/60165171E256f60f7/4ab461c79da3d6c5.jpg,10024836168455,https://item.jd.com/10024836168455.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10024836168455-智能手表,3313092336,华为手表4X,华为手表4X,商品,有效,jfs/t1/167370/8/5015/176335/60165171E256f60f7/4ab461c79da3d6c5.jpg,10024836168455,https://item.jd.com/10024836168455.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10023608306322-智能手表,3313092335,华为手表4X,华为手表4X,商品,有效,jfs/t1/160509/10/5093/187680/60165169E920a1b0e/3da9843576eddd28.jpg,10023608306322,https://item.jd.com/10023608306322.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10023608306322-智能手表,3313092335,华为手表4X,华为手表4X,商品,有效,jfs/t1/160509/10/5093/187680/60165169E920a1b0e/3da9843576eddd28.jpg,10023608306322,https://item.jd.com/10023608306322.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10023608306322-智能手表,3313092335,华为手表4X,华为手表4X,商品,有效,jfs/t1/160509/10/5093/187680/60165169E920a1b0e/3da9843576eddd28.jpg,10023608306322,https://item.jd.com/10023608306322.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10023608306322-智能手表,3313092335,华为手表4X,华为手表4X,商品,有效,jfs/t1/160509/10/5093/187680/60165169E920a1b0e/3da9843576eddd28.jpg,10023608306322,https://item.jd.com/10023608306322.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10023608306323-智能手表,3313092334,华为手表4X,华为手表4X,商品,有效,jfs/t1/155709/7/8195/175829/60165171E3b9335ab/d4cbd8bf127442d6.jpg,10023608306323,https://item.jd.com/10023608306323.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10023608306323-智能手表,3313092334,华为手表4X,华为手表4X,商品,有效,jfs/t1/155709/7/8195/175829/60165171E3b9335ab/d4cbd8bf127442d6.jpg,10023608306323,https://item.jd.com/10023608306323.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10023608306323-智能手表,3313092334,华为手表4X,华为手表4X,商品,有效,jfs/t1/155709/7/8195/175829/60165171E3b9335ab/d4cbd8bf127442d6.jpg,10023608306323,https://item.jd.com/10023608306323.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10023608306323-智能手表,3313092334,华为手表4X,华为手表4X,商品,有效,jfs/t1/155709/7/8195/175829/60165171E3b9335ab/d4cbd8bf127442d6.jpg,10023608306323,https://item.jd.com/10023608306323.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10026336294625-耳机/耳麦,3260626245,三星耳机,三星耳机新品,商品,有效,jfs/t1/160714/23/3366/139548/60055cb4E0b07deef/3d8a61bcd8d69799.jpg,10026336294625,https://item.jd.com/10026336294625.html,不限,350×350,430,9,2.09,16.08,37.40,1.79,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10026336294625-耳机/耳麦,3260626245,三星耳机,三星耳机新品,商品,有效,jfs/t1/160714/23/3366/139548/60055cb4E0b07deef/3d8a61bcd8d69799.jpg,10026336294625,https://item.jd.com/10026336294625.html,不限,350×350,71,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10026336294625-耳机/耳麦,3260626245,三星耳机,三星耳机新品,商品,有效,jfs/t1/160714/23/3366/139548/60055cb4E0b07deef/3d8a61bcd8d69799.jpg,10026336294625,https://item.jd.com/10026336294625.html,不限,350×350,146,6,4.11,11.75,80.48,1.96,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10026336294625-耳机/耳麦,3260626245,三星耳机,三星耳机新品,商品,有效,jfs/t1/160714/23/3366/139548/60055cb4E0b07deef/3d8a61bcd8d69799.jpg,10026336294625,https://item.jd.com/10026336294625.html,不限,350×350,213,3,1.41,4.33,20.33,1.44,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10026336294624-耳机/耳麦,3260626244,三星耳机,三星耳机新品,商品,有效,jfs/t1/163418/31/3281/138006/60055caeE251dc2e4/1d8eb1b1b7f1df5b.jpg,10026336294624,https://item.jd.com/10026336294624.html,不限,350×350,74,2,2.70,2.73,36.89,1.37,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0.00,汇总,
10026336294624-耳机/耳麦,3260626244,三星耳机,三星耳机新品,商品,有效,jfs/t1/163418/31/3281/138006/60055caeE251dc2e4/1d8eb1b1b7f1df5b.jpg,10026336294624,https://item.jd.com/10026336294624.html,不限,350×350,28,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10026336294624-耳机/耳麦,3260626244,三星耳机,三星耳机新品,商品,有效,jfs/t1/163418/31/3281/138006/60055caeE251dc2e4/1d8eb1b1b7f1df5b.jpg,10026336294624,https://item.jd.com/10026336294624.html,不限,350×350,6,1,16.67,1.76,293.33,1.76,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0.00,搜索,
10026336294624-耳机/耳麦,3260626244,三星耳机,三星耳机新品,商品,有效,jfs/t1/163418/31/3281/138006/60055caeE251dc2e4/1d8eb1b1b7f1df5b.jpg,10026336294624,https://item.jd.com/10026336294624.html,不限,350×350,40,1,2.50,0.97,24.25,0.97,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10026336294623-耳机/耳麦,3260626242,三星耳机,三星耳机新品,商品,有效,jfs/t1/170524/2/3304/136637/60055ca8E2aa1bae8/004ca0da6d742e57.jpg,10026336294623,https://item.jd.com/10026336294623.html,不限,350×350,676,11,1.63,23.86,35.30,2.17,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10026336294623-耳机/耳麦,3260626242,三星耳机,三星耳机新品,商品,有效,jfs/t1/170524/2/3304/136637/60055ca8E2aa1bae8/004ca0da6d742e57.jpg,10026336294623,https://item.jd.com/10026336294623.html,不限,350×350,46,3,6.52,2.04,44.35,0.68,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10026336294623-耳机/耳麦,3260626242,三星耳机,三星耳机新品,商品,有效,jfs/t1/170524/2/3304/136637/60055ca8E2aa1bae8/004ca0da6d742e57.jpg,10026336294623,https://item.jd.com/10026336294623.html,不限,350×350,465,4,0.86,15.78,33.94,3.95,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10026336294623-耳机/耳麦,3260626242,三星耳机,三星耳机新品,商品,有效,jfs/t1/170524/2/3304/136637/60055ca8E2aa1bae8/004ca0da6d742e57.jpg,10026336294623,https://item.jd.com/10026336294623.html,不限,350×350,165,4,2.42,6.04,36.61,1.51,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
71812526841-智能手表,2997978581,小米手表,小米手表,商品,有效,jfs/t1/121964/13/12614/53516/5f608b63Edf466dd0/f5386f77fd63ddf4.jpg,71812526841,https://item.jd.com/71812526841.html,不限,350×350,889,28,3.15,5.95,6.69,0.21,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0.00,汇总,
71812526841-智能手表,2997978581,小米手表,小米手表,商品,有效,jfs/t1/121964/13/12614/53516/5f608b63Edf466dd0/f5386f77fd63ddf4.jpg,71812526841,https://item.jd.com/71812526841.html,不限,350×350,600,13,2.17,3.53,5.88,0.27,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0.00,推荐,
71812526841-智能手表,2997978581,小米手表,小米手表,商品,有效,jfs/t1/121964/13/12614/53516/5f608b63Edf466dd0/f5386f77fd63ddf4.jpg,71812526841,https://item.jd.com/71812526841.html,不限,350×350,251,14,5.58,2.31,9.20,0.17,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
71812526841-智能手表,2997978581,小米手表,小米手表,商品,有效,jfs/t1/121964/13/12614/53516/5f608b63Edf466dd0/f5386f77fd63ddf4.jpg,71812526841,https://item.jd.com/71812526841.html,不限,350×350,38,1,2.63,0.11,2.89,0.11,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
71812526840-智能手表,2997978580,小米手表,小米手表,商品,有效,jfs/t1/128808/25/12595/53418/5f608b73Ecfb111d8/545e69f2db62ce68.jpg,71812526840,https://item.jd.com/71812526840.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
71812526840-智能手表,2997978580,小米手表,小米手表,商品,有效,jfs/t1/128808/25/12595/53418/5f608b73Ecfb111d8/545e69f2db62ce68.jpg,71812526840,https://item.jd.com/71812526840.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
71812526840-智能手表,2997978580,小米手表,小米手表,商品,有效,jfs/t1/128808/25/12595/53418/5f608b73Ecfb111d8/545e69f2db62ce68.jpg,71812526840,https://item.jd.com/71812526840.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
71812526840-智能手表,2997978580,小米手表,小米手表,商品,有效,jfs/t1/128808/25/12595/53418/5f608b73Ecfb111d8/545e69f2db62ce68.jpg,71812526840,https://item.jd.com/71812526840.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
